id,city,latitude,longitude,crime_type,threat_level,date
HOT-00375,Kolkata,22.528689,88.363409,drug_trafficking,high,2025-04-28
HOT-00376,Delhi,28.658435,76.997433,dacoity,high,2025-08-07
HOT-00377,Bengaluru,12.957008,77.623797,cybercrime,medium,2024-06-24
HOT-00378,Bengaluru,12.949088,77.575947,drug_trafficking,high,2025-04-30
HOT-00379,Pune,18.527763,73.817776,murder,critical,2025-04-28
HOT-00380,Kolkata,22.543177,88.394922,rioting,medium,2024-12-28
HOT-00381,Hyderabad,17.334979,78.503054,cybercrime,medium,2025-03-03
HOT-00382,Mumbai,19.079903,72.826975,cybercrime,medium,2024-12-28
HOT-00383,Bengaluru,13.055898,77.581241,theft,low,2024-07-26
HOT-00384,Chennai,13.06252,80.237976,kidnapping,high,2024-01-25
HOT-00385,Hyderabad,17.340918,78.508296,drug_trafficking,high,2025-07-27
HOT-00386,Chennai,13.103074,80.204437,cheating_fraud,medium,2024-10-07
HOT-00387,Delhi,28.730493,77.115829,rioting,medium,2025-05-06
HOT-00388,Jaipur,27.028023,75.751368,extortion,medium,2025-02-03
HOT-00389,Jaipur,26.912542,75.934565,crime_against_women,high,2025-01-19
HOT-00390,Mumbai,19.133411,72.92021,murder,critical,2025-07-04
HOT-00391,Hyderabad,17.347161,78.5022,cheating_fraud,medium,2024-05-17
HOT-00392,Delhi,28.665099,77.179588,cybercrime,medium,2024-06-04
HOT-00393,Bengaluru,12.9164,77.559663,drug_trafficking,high,2024-03-31
HOT-00394,Jaipur,26.914355,75.852476,extortion,medium,2024-09-23
HOT-00395,Kolkata,22.562404,88.338349,burglary,medium,2024-11-17
HOT-00396,Hyderabad,17.429953,78.456192,dacoity,high,2024-07-07
HOT-00397,Hyderabad,17.330524,78.497687,kidnapping,high,2024-07-22
HOT-00398,Kolkata,22.569807,88.446827,theft,low,2024-05-23
HOT-00399,Delhi,28.671024,77.061352,cheating_fraud,medium,2024-02-19
HOT-00400,Mumbai,19.127181,72.846549,theft,low,2025-08-02
HOT-00401,Pune,18.647112,73.853239,kidnapping,high,2025-07-05
HOT-00402,Jaipur,26.903222,75.831416,burglary,medium,2024-03-18
HOT-00403,Delhi,28.790047,77.088459,drug_trafficking,high,2024-06-11
HOT-00404,Delhi,28.653844,77.077319,extortion,medium,2024-07-14
HOT-00405,Delhi,28.709799,77.049713,murder,critical,2025-04-21
HOT-00406,Jaipur,27.035939,75.684255,robbery,high,2024-12-04
HOT-00407,Delhi,28.731334,77.161992,cheating_fraud,medium,2025-06-24
HOT-00408,Pune,18.559311,73.824261,murder,critical,2024-01-07
HOT-00409,Pune,18.55587,73.860926,cybercrime,medium,2024-06-03
HOT-00410,Kolkata,22.613398,88.311694,kidnapping,high,2025-06-29
HOT-00411,Jaipur,26.893367,75.759813,crime_against_women,high,2024-12-29
HOT-00412,Bengaluru,12.982219,77.620863,murder,critical,2024-07-04
HOT-00413,Delhi,28.771045,77.113632,theft,low,2024-05-10
HOT-00414,Hyderabad,17.427741,78.474184,kidnapping,high,2024-08-23
HOT-00415,Chennai,13.091622,80.299192,murder,critical,2024-08-26
HOT-00416,Chennai,13.084346,80.259052,cheating_fraud,medium,2024-05-06
HOT-00417,Pune,18.619654,73.872691,rioting,medium,2024-08-01
HOT-00418,Pune,18.571575,73.873049,dacoity,high,2024-07-29
HOT-00419,Pune,18.498635,73.842846,robbery,high,2025-06-02
HOT-00420,Delhi,28.72195,77.131786,cheating_fraud,medium,2025-09-11
HOT-00421,Hyderabad,17.384913,78.443049,dacoity,high,2024-08-03
HOT-00422,Delhi,28.718635,77.057566,murder,critical,2025-06-04
HOT-00423,Delhi,28.712586,77.099439,cybercrime,medium,2025-03-06
HOT-00424,Pune,18.542694,73.85121,kidnapping,high,2024-11-13
HOT-00425,Delhi,28.615266,77.141507,murder,critical,2024-08-22
HOT-00426,Delhi,28.650725,77.028614,cheating_fraud,medium,2024-01-17
HOT-00427,Kolkata,22.558982,88.25809,theft,low,2024-05-24
HOT-00428,Chennai,13.085708,80.276827,drug_trafficking,high,2024-06-08
HOT-00429,Bengaluru,12.942925,77.514843,theft,low,2025-09-02
HOT-00430,Chennai,13.131797,80.21595,kidnapping,high,2025-09-24
HOT-00431,Pune,18.543553,73.809998,robbery,high,2025-06-15
HOT-00432,Bengaluru,12.967,77.503546,robbery,high,2025-01-08
HOT-00433,Delhi,28.706909,77.090487,dacoity,high,2024-11-09
HOT-00434,Pune,18.443146,73.779142,murder,critical,2025-09-28
HOT-00435,Hyderabad,17.396256,78.488736,theft,low,2025-04-26
HOT-00436,Mumbai,19.073364,72.849907,cybercrime,medium,2024-02-17
HOT-00437,Pune,18.526683,73.776884,robbery,high,2024-06-10
HOT-00438,Delhi,28.810281,77.112496,burglary,medium,2025-03-05
HOT-00439,Delhi,28.747326,77.139376,cybercrime,medium,2025-07-03
HOT-00440,Jaipur,26.957552,75.838131,extortion,medium,2024-01-01
HOT-00441,Kolkata,22.466599,88.379841,murder,critical,2024-05-11
HOT-00442,Hyderabad,17.358531,78.447019,crime_against_women,high,2024-04-08
HOT-00443,Jaipur,26.818199,75.791563,crime_against_women,high,2024-07-19
HOT-00444,Bengaluru,12.976653,77.620478,robbery,high,2024-08-18
HOT-00445,Delhi,28.700698,77.023098,murder,critical,2025-09-21
HOT-00446,Delhi,28.704153,77.140485,rioting,medium,2024-11-04
HOT-00447,Hyderabad,17.371308,78.432724,crime_against_women,high,2025-06-16
HOT-00448,Kolkata,22.574251,88.337378,cybercrime,medium,2025-01-18
HOT-00449,Bengaluru,12.869041,77.538746,theft,low,2025-01-29
HOT-00450,Mumbai,19.114225,72.743599,theft,low,2024-05-26
HOT-00451,Mumbai,19.094834,72.846026,cybercrime,medium,2024-11-26
HOT-00452,Mumbai,19.024294,72.852536,kidnapping,high,2024-07-11
HOT-00453,Pune,18.487188,73.867008,crime_against_women,high,2024-09-26
HOT-00454,Jaipur,26.942277,75.814596,drug_trafficking,high,2024-12-11
HOT-00455,Hyderabad,17.417101,78.486031,kidnapping,high,2025-05-14
HOT-00456,Jaipur,26.873902,75.723808,kidnapping,high,2025-06-15
HOT-00457,Kolkata,22.616585,88.38232,extortion,medium,2024-01-27
HOT-00458,Bengaluru,13.084179,77.670679,burglary,medium,2024-05-03
HOT-00459,Kolkata,22.60501,88.396843,cheating_fraud,medium,2025-03-22
HOT-00460,Delhi,28.834612,77.074438,robbery,high,2025-02-11
HOT-00461,Chennai,13.130223,80.329417,theft,low,2024-07-22
HOT-00462,Hyderabad,17.29912,78.47278,crime_against_women,high,2025-06-27
HOT-00463,Mumbai,19.090739,72.832589,dacoity,high,2025-06-27
HOT-00464,Bengaluru,12.955413,77.610895,robbery,high,2025-09-25
HOT-00465,Chennai,13.128805,80.201217,robbery,high,2025-07-07
HOT-00466,Pune,18.545812,73.825303,cybercrime,medium,2024-10-30
HOT-00467,Pune,18.629047,73.778757,cheating_fraud,medium,2025-04-24
HOT-00468,Hyderabad,17.462384,78.57573,theft,low,2024-03-17
HOT-00469,Kolkata,22.553383,88.292167,dacoity,high,2025-09-19
HOT-00470,Delhi,28.751977,77.121186,robbery,high,2025-05-07
HOT-00471,Bengaluru,12.979904,77.504289,dacoity,high,2025-02-04
HOT-00472,Bengaluru,12.941348,77.555046,dacoity,high,2024-09-11
HOT-00473,Hyderabad,17.501159,78.541835,murder,critical,2024-05-23
HOT-00474,Pune,18.578958,73.914143,extortion,medium,2024-06-04
HOT-00475,Chennai,13.012694,80.296711,kidnapping,high,2024-01-12
HOT-00476,Delhi,28.643666,77.094626,extortion,medium,2025-09-04
HOT-00477,Jaipur,26.9184,75.840664,burglary,medium,2025-07-08
HOT-00478,Jaipur,26.971006,75.872012,rioting,medium,2024-12-15
HOT-00479,Kolkata,22.586341,88.359387,murder,critical,2024-04-25
HOT-00480,Jaipur,26.885261,75.800933,rioting,medium,2025-05-13
HOT-00481,Kolkata,22.576301,88.386923,rioting,medium,2025-09-09
HOT-00482,Hyderabad,17.390325,78.583942,cheating_fraud,medium,2025-03-18
HOT-00483,Pune,18.542496,73.864915,murder,critical,2024-10-09
HOT-00484,Kolkata,22.544196,88.329449,extortion,medium,2024-09-14
HOT-00485,Hyderabad,17.405013,78.498214,cheating_fraud,medium,2024-09-05
HOT-00486,Jaipur,26.921935,75.839767,murder,critical,2024-04-16
HOT-00487,Jaipur,26.823938,75.751843,cybercrime,medium,2025-09-13
HOT-00488,Pune,18.543451,73.862944,extortion,medium,2024-04-10
HOT-00489,Delhi,28.766958,77.159677,kidnapping,high,2025-08-17
HOT-00490,Pune,18.552139,73.783713,theft,low,2024-12-21
HOT-00491,Jaipur,26.951496,75.735047,drug_trafficking,high,2024-02-08
HOT-00492,Pune,18.547582,73.791839,cybercrime,medium,2024-01-27
HOT-00493,Chennai,13.072609,80.266187,kidnapping,high,2024-04-11
HOT-00494,Kolkata,22.651624,88.320888,rioting,medium,2025-04-12
HOT-00495,Kolkata,22.524808,88.422725,kidnapping,high,2024-09-11
HOT-00496,Kolkata,22.557843,88.369108,cheating_fraud,medium,2024-09-26
HOT-00497,Bengaluru,12.993267,77.677645,drug_trafficking,high,2024-11-25
HOT-00498,Pune,18.522217,73.769583,robbery,high,2025-05-26
HOT-00499,Delhi,28.66933,77.162349,rioting,medium,2024-08-21
HOT-00500,Hyderabad,17.395965,78.466358,rioting,medium,2024-04-02
HOT-00501,Pune,18.497818,73.910809,robbery,high,2025-01-26
HOT-00502,Chennai,13.07548,80.348755,kidnapping,high,2024-12-11
HOT-00503,Jaipur,26.978891,75.736244,robbery,high,2024-11-26
HOT-00504,Mumbai,19.126481,72.920259,drug_trafficking,high,2025-07-27
HOT-00505,Kolkata,22.575243,88.301798,cybercrime,medium,2025-09-25
HOT-00506,Delhi,28.711011,77.123158,crime_against_women,high,2025-02-18
HOT-00507,Kolkata,22.600371,88.40006,kidnapping,high,2025-02-10
HOT-00508,Bengaluru,12.992183,77.583495,rioting,medium,2024-10-27
HOT-00509,Delhi,28.688133,77.134412,theft,low,2024-09-08
HOT-00510,Bengaluru,12.951789,77.559857,cheating_fraud,medium,2024-08-17
HOT-00511,Chennai,13.083745,80.30646,extortion,medium,2024-08-09
HOT-00512,Bengaluru,13.008855,77.597513,theft,low,2025-09-18
HOT-00513,Jaipur,26.939552,75.743261,drug_trafficking,high,2025-08-04
HOT-00514,Chennai,13.000018,80.321494,crime_against_women,high,2025-02-13
HOT-00515,Pune,18.518822,73.778399,kidnapping,high,2024-09-26
HOT-00516,Pune,18.446829,73.934821,dacoity,high,2024-11-23
HOT-00517,Hyderabad,17.453032,78.52247,kidnapping,high,2024-09-09
HOT-00518,Bengaluru,13.063328,77.658314,drug_trafficking,high,2025-05-02
HOT-00519,Hyderabad,17.45899,78.543949,dacoity,high,2024-12-22
HOT-00520,Chennai,13.018906,80.284839,theft,low,2025-04-16
HOT-00521,Jaipur,26.858882,75.788264,robbery,high,2024-01-23
HOT-00522,Jaipur,26.896355,75.781064,kidnapping,high,2025-05-03
HOT-00523,Bengaluru,13.01467,77.612846,rioting,medium,2024-10-09
HOT-00524,Kolkata,22.648883,88.337703,rioting,medium,2025-09-04
HOT-00525,Jaipur,26.835289,75.823095,robbery,high,2025-02-09
HOT-00526,Chennai,13.060041,80.234086,rioting,medium,2024-11-07
HOT-00527,Hyderabad,17.394784,78.57565,drug_trafficking,high,2025-02-20
HOT-00528,Bengaluru,12.985915,77.455316,crime_against_women,high,2024-11-18
HOT-00529,Mumbai,19.092221,72.874699,kidnapping,high,2025-08-24
HOT-00530,Delhi,28.707057,77.083538,burglary,medium,2025-06-26
HOT-00531,Pune,18.510415,73.776111,dacoity,high,2025-09-07
HOT-00532,Bengaluru,12.977876,77.584099,cheating_fraud,medium,2024-05-02
HOT-00533,Hyderabad,17.487409,78.550886,crime_against_women,high,2025-01-31
HOT-00534,Pune,18.478746,73.895185,kidnapping,high,2024-07-06
HOT-00535,Delhi,28.692379,77.131467,cybercrime,medium,2024-09-15
HOT-00536,Jaipur,26.945102,75.808265,dacoity,high,2024-08-20
HOT-00537,Hyderabad,17.455508,78.480319,kidnapping,high,2025-04-07
HOT-00538,Delhi,28.694062,77.100983,crime_against_women,high,2024-03-03
HOT-00539,Mumbai,19.066809,72.857271,theft,low,2025-06-25
HOT-00540,Mumbai,19.12526,72.879143,theft,low,2025-08-04
HOT-00541,Hyderabad,17.464188,78.390189,dacoity,high,2025-09-27
HOT-00542,Jaipur,26.926987,75.819224,kidnapping,high,2024-04-09
HOT-00543,Bengaluru,12.918689,77.556301,cheating_fraud,medium,2024-06-30
HOT-00544,Bengaluru,12.992952,77.54471,crime_against_women,high,2024-02-09
HOT-00545,Delhi,28.7193,77.062048,murder,critical,2024-04-20
HOT-00546,Hyderabad,17.357724,78.425747,robbery,high,2024-04-12
HOT-00547,Jaipur,26.922554,75.814512,crime_against_women,high,2024-12-11
HOT-00548,Jaipur,26.969175,75.759974,cybercrime,medium,2025-04-03
HOT-00549,Delhi,28.695105,77.086449,dacoity,high,2025-01-09
HOT-00550,Bengaluru,12.977709,77.686633,dacoity,high,2025-02-17
HOT-00551,Mumbai,19.005869,72.964318,cheating_fraud,medium,2025-08-28
HOT-00552,Delhi,28.716686,77.084657,extortion,medium,2024-11-24
HOT-00553,Pune,18.523522,73.784984,murder,critical,2024-11-24
HOT-00554,Bengaluru,12.940145,77.60528,extortion,medium,2025-03-12
HOT-00555,Pune,18.501364,73.864918,theft,low,2025-05-18
HOT-00556,Delhi,28.679112,77.154316,cybercrime,medium,2024-11-09
HOT-00557,Jaipur,26.998116,75.783143,extortion,medium,2024-02-26
HOT-00558,Mumbai,19.084198,72.897697,crime_against_women,high,2025-08-07
HOT-00559,Bengaluru,12.919713,77.531126,drug_trafficking,high,2024-01-29
HOT-00560,Mumbai,19.124223,72.867482,kidnapping,high,2025-07-04
HOT-00561,Mumbai,19.10993,72.809792,cybercrime,medium,2025-06-04
HOT-00562,Bengaluru,12.896117,77.590448,theft,low,2024-08-07
HOT-00563,Delhi,28.673201,77.111009,dacoity,high,2024-11-23
HOT-00564,Delhi,28.690999,77.045517,crime_against_women,high,2025-09-19
HOT-00565,Mumbai,19.123046,72.891443,rioting,medium,2024-04-29
HOT-00566,Kolkata,22.609661,88.365004,kidnapping,high,2024-06-30
HOT-00567,Pune,18.542711,73.813961,cybercrime,medium,2024-02-15
HOT-00568,Bengaluru,12.995255,77.623813,extortion,medium,2024-09-21
HOT-00569,Pune,18.487072,73.785415,extortion,medium,2024-11-13
HOT-00570,Chennai,13.150415,80.244024,murder,critical,2025-02-23
HOT-00571,Mumbai,19.031385,72.90375,murder,critical,2024-07-13
HOT-00572,Jaipur,26.912244,75.794539,rioting,medium,2025-02-08
HOT-00573,Mumbai,19.057828,72.826212,extortion,medium,2024-08-16
HOT-00574,Delhi,28.68804,77.083672,cheating_fraud,medium,2024-03-09
HOT-00575,Bengaluru,12.942149,77.587639,rioting,medium,2024-09-19
HOT-00576,Pune,18.511488,73.8968,crime_against_women,high,2024-09-24
HOT-00577,Delhi,28.707558,77.052501,dacoity,high,2024-03-29
HOT-00578,Jaipur,26.930788,75.844861,theft,low,2025-04-25
HOT-00579,Jaipur,26.940255,75.810151,cybercrime,medium,2024-07-07
HOT-00580,Delhi,28.711233,77.012172,dacoity,high,2025-03-22
HOT-00581,Hyderabad,17.35932,78.497222,crime_against_women,high,2024-02-12
HOT-00582,Chennai,13.092041,80.190913,theft,low,2025-08-05
HOT-00583,Mumbai,19.119329,72.863196,murder,critical,2024-06-28
HOT-00584,Hyderabad,17.280384,78.512139,theft,low,2025-02-04
HOT-00585,Pune,18.544155,73.890772,burglary,medium,2024-08-18
HOT-00586,Bengaluru,12.94006,77.56217,rioting,medium,2025-03-25
HOT-00587,Mumbai,19.089096,72.863987,dacoity,high,2025-09-08
HOT-00588,Kolkata,22.54654,88.354174,kidnapping,high,2024-02-28
HOT-00589,Delhi,28.683634,77.055398,drug_trafficking,high,2024-01-18
HOT-00590,Bengaluru,12.964457,77.551132,theft,low,2024-05-26
HOT-00591,Delhi,28.701918,77.097517,theft,low,2025-07-30
HOT-00592,Mumbai,19.10934,72.798905,burglary,medium,2024-08-17
HOT-00593,Mumbai,19.05795,72.870072,extortion,medium,2025-05-02
HOT-00594,Pune,18.506384,73.924448,cheating_fraud,medium,2024-08-31
HOT-00595,Jaipur,26.877436,75.757396,extortion,medium,2025-04-10
HOT-00596,Jaipur,26.937612,75.773321,drug_trafficking,high,2025-01-03
HOT-00597,Chennai,13.126542,80.326788,robbery,high,2025-02-01
HOT-00598,Kolkata,22.607918,88.331534,theft,low,2025-03-18
HOT-00599,Kolkata,22.606896,88.407536,rioting,medium,2025-07-08
HOT-00600,Chennai,13.108462,80.268671,extortion,medium,2024-12-27
HOT-00601,Chennai,13.131535,80.252029,cybercrime,medium,2025-04-16
HOT-00602,Jaipur,26.865864,75.804421,kidnapping,high,2024-12-11
HOT-00603,Hyderabad,17.37145,78.463665,drug_trafficking,high,2024-07-29
HOT-00604,Chennai,13.089409,80.302552,dacoity,high,2025-09-25
HOT-00605,Hyderabad,17.436074,78.449766,cybercrime,medium,2025-01-18
HOT-00606,Kolkata,22.578872,88.39078,burglary,medium,2025-07-09
HOT-00607,Jaipur,26.882992,75.877192,crime_against_women,high,2025-02-26
HOT-00608,Mumbai,19.090186,72.920814,robbery,high,2025-01-28
HOT-00609,Pune,18.543334,73.905688,rioting,medium,2024-07-30
HOT-00610,Pune,18.492363,73.844063,rioting,medium,2025-07-30
HOT-00611,Bengaluru,12.930296,77.543874,dacoity,high,2024-06-03
HOT-00612,Pune,18.505166,73.891018,rioting,medium,2024-05-13
HOT-00613,Jaipur,26.865414,75.893644,crime_against_women,high,2025-06-27
HOT-00614,Mumbai,19.036668,72.799059,burglary,medium,2024-01-22
HOT-00615,Mumbai,19.164471,72.829187,kidnapping,high,2024-04-02
HOT-00616,Hyderabad,17.427689,78.467122,rioting,medium,2024-06-03
HOT-00617,Chennai,13.076161,80.287985,crime_against_women,high,2024-11-19
HOT-00618,Jaipur,26.835377,75.799456,murder,critical,2024-11-06
HOT-00619,Delhi,28.713629,77.074574,robbery,high,2024-06-16
HOT-00620,Pune,18.601162,73.931065,cybercrime,medium,2024-06-11
HOT-00621,Jaipur,26.89981,75.748666,dacoity,high,2024-04-26
HOT-00622,Bengaluru,12.990616,77.582395,theft,low,2024-05-18
HOT-00623,Pune,18.46431,73.866376,theft,low,2025-08-23
HOT-00624,Hyderabad,17.445159,78.458825,robbery,high,2025-04-03
HOT-00625,Mumbai,19.194936,72.855242,crime_against_women,high,2024-12-18
HOT-00626,Hyderabad,17.488999,78.478722,burglary,medium,2024-06-30
HOT-00627,Bengaluru,12.918097,77.541744,robbery,high,2024-04-23
HOT-00628,Chennai,13.125396,80.260187,rioting,medium,2024-03-26
HOT-00629,Hyderabad,17.313445,78.432755,theft,low,2025-09-28
HOT-00630,Pune,18.568004,73.854216,murder,critical,2024-07-15
HOT-00631,Kolkata,22.680223,88.351701,theft,low,2025-05-16
HOT-00632,Hyderabad,17.398563,78.477584,dacoity,high,2024-11-09
HOT-00633,Kolkata,22.522059,88.380698,theft,low,2024-10-06
HOT-00634,Jaipur,26.888152,75.749402,theft,low,2024-05-13
HOT-00635,Mumbai,19.075051,72.867897,cybercrime,medium,2024-07-23
HOT-00636,Jaipur,26.902531,75.796565,extortion,medium,2024-10-03
HOT-00637,Pune,18.474202,73.93411,cybercrime,medium,2025-02-20
HOT-00638,Hyderabad,17.416059,78.520765,murder,critical,2025-07-19
HOT-00639,Chennai,13.043417,80.273461,cheating_fraud,medium,2024-03-27
HOT-00640,Hyderabad,17.453542,78.405397,theft,low,2024-05-11
HOT-00641,Delhi,28.70548,77.133689,burglary,medium,2024-06-06
HOT-00642,Chennai,13.100712,80.172518,theft,low,2024-01-14
HOT-00643,Hyderabad,17.4325,78.436219,robbery,high,2025-08-19
HOT-00644,Jaipur,26.881923,75.754433,extortion,medium,2024-04-18
HOT-00645,Delhi,28.729741,77.111944,rioting,medium,2024-03-24
HOT-00646,Bengaluru,13.07471,77.661594,theft,low,2025-03-19
HOT-00647,Chennai,13.102351,80.347674,cybercrime,medium,2024-11-24
HOT-00648,Chennai,13.049926,80.275671,cheating_fraud,medium,2025-09-11
HOT-00649,Bengaluru,12.892022,77.61019,crime_against_women,high,2024-03-03
HOT-00650,Jaipur,26.914637,75.792464,robbery,high,2024-07-21
HOT-00651,Kolkata,22.61124,88.413005,dacoity,high,2024-05-06
HOT-00652,Delhi,28.740886,77.192425,dacoity,high,2024-06-15
HOT-00653,Pune,18.4762,73.806376,crime_against_women,high,2025-02-26
HOT-00654,Kolkata,22.580131,88.401156,kidnapping,high,2024-09-03
HOT-00655,Mumbai,19.002108,72.769202,murder,critical,2024-10-15
HOT-00656,Bengaluru,12.98814,77.601715,kidnapping,high,2024-03-02
HOT-00657,Pune,18.594918,73.897637,rioting,medium,2025-04-01
HOT-00658,Mumbai,19.150144,72.86699,kidnapping,high,2025-08-25
HOT-00659,Hyderabad,17.363144,78.422101,burglary,medium,2025-08-05
HOT-00660,Kolkata,22.566328,88.320517,kidnapping,high,2025-05-06
HOT-00661,Hyderabad,17.300105,78.486863,kidnapping,high,2025-07-13
HOT-00662,Chennai,13.086892,80.300989,rioting,medium,2024-12-27
HOT-00663,Pune,18.466101,73.868857,cybercrime,medium,2025-04-19
HOT-00664,Jaipur,26.885959,75.795493,cybercrime,medium,2025-03-05
HOT-00665,Mumbai,19.137654,72.814764,cybercrime,medium,2024-06-01
HOT-00666,Pune,18.484922,73.896581,extortion,medium,2024-06-25
HOT-00667,Bengaluru,12.945005,77.577026,burglary,medium,2024-01-17
HOT-00668,Pune,18.481256,73.863585,dacoity,high,2024-01-23
HOT-00669,Jaipur,26.879255,75.813946,drug_trafficking,high,2024-10-11
HOT-00670,Chennai,13.107871,80.334213,cheating_fraud,medium,2025-03-19
HOT-00671,Pune,18.548307,73.847112,extortion,medium,2024-03-02
HOT-00672,Hyderabad,17.403064,78.482236,kidnapping,high,2025-05-03
HOT-00673,Kolkata,22.610713,88.410851,cheating_fraud,medium,2024-08-09
HOT-00674,Pune,18.395259,73.864173,extortion,medium,2024-06-11
HOT-00675,Hyderabad,17.333202,78.431221,cybercrime,medium,2025-09-18
HOT-00676,Delhi,28.654218,77.06668,kidnapping,high,2025-01-17
HOT-00677,Bengaluru,12.881035,77.691569,burglary,medium,2024-01-19
HOT-00678,Jaipur,26.886671,75.814696,kidnapping,high,2024-08-27
HOT-00679,Hyderabad,17.313186,78.406398,cheating_fraud,medium,2024-10-14
HOT-00680,Hyderabad,17.345338,78.465789,dacoity,high,2024-05-10
HOT-00681,Hyderabad,17.397851,78.422816,dacoity,high,2025-08-30
HOT-00682,Chennai,13.097364,80.235809,crime_against_women,high,2025-04-26
HOT-00683,Mumbai,19.035967,72.972722,cybercrime,medium,2024-05-31
HOT-00684,Hyderabad,17.435684,78.515109,crime_against_women,high,2024-09-29
HOT-00685,Delhi,28.621754,77.129551,murder,critical,2024-05-26
HOT-00686,Hyderabad,17.395053,78.472448,dacoity,high,2024-08-16
HOT-00687,Mumbai,19.032477,72.960259,cheating_fraud,medium,2025-07-29
HOT-00688,Bengaluru,12.997917,77.472119,cheating_fraud,medium,2024-11-17
HOT-00689,Chennai,13.115058,80.206334,crime_against_women,high,2025-09-11
HOT-00690,Delhi,28.699103,77.119453,dacoity,high,2025-06-20
HOT-00691,Kolkata,22.573141,88.412457,rioting,medium,2024-01-12
HOT-00692,Kolkata,22.570676,88.391722,theft,low,2024-01-30
HOT-00693,Pune,18.569619,73.883241,robbery,high,2025-04-02
HOT-00694,Pune,18.457286,73.833859,kidnapping,high,2024-04-20
HOT-00695,Kolkata,22.540669,88.372972,crime_against_women,high,2025-04-09
HOT-00696,Kolkata,22.586248,88.386297,theft,low,2024-05-06
HOT-00697,Mumbai,19.118748,72.830861,kidnapping,high,2024-05-25
HOT-00698,Hyderabad,17.408835,78.444485,theft,low,2025-03-20
HOT-00699,Hyderabad,17.349774,78.513834,theft,low,2024-10-16
HOT-00700,Hyderabad,17.325603,78.460723,drug_trafficking,high,2024-02-27
HOT-00701,Bengaluru,12.857244,77.596988,robbery,high,2024-06-04
HOT-00702,Delhi,28.586666,77.085575,dacoity,high,2024-04-04
HOT-00703,Hyderabad,17.429742,78.478839,cybercrime,medium,2024-12-17
HOT-00704,Delhi,28.641413,77.105474,drug_trafficking,high,2025-03-02
HOT-00705,Pune,18.498899,73.797462,burglary,medium,2024-07-31
HOT-00706,Jaipur,26.958268,75.858642,murder,critical,2024-08-20
HOT-00707,Chennai,13.153814,80.297069,theft,low,2024-02-23
HOT-00708,Chennai,13.068153,80.272659,dacoity,high,2024-06-05
HOT-00709,Bengaluru,12.927441,77.594438,extortion,medium,2025-02-09
HOT-00710,Mumbai,19.034735,72.87504,theft,low,2025-02-28
HOT-00711,Delhi,28.768728,77.11915,dacoity,high,2024-08-23
HOT-00712,Jaipur,26.990106,75.790794,crime_against_women,high,2025-01-11
HOT-00713,Bengaluru,12.948653,77.611901,theft,low,2025-09-29
HOT-00714,Kolkata,22.567848,88.412085,cybercrime,medium,2024-06-12
HOT-00715,Chennai,13.083708,80.232237,dacoity,high,2024-11-30
HOT-00716,Kolkata,22.515984,88.409181,cheating_fraud,medium,2024-01-30
HOT-00717,Jaipur,26.85459,75.7434,drug_trafficking,high,2025-02-19
HOT-00718,Chennai,13.088507,80.284081,burglary,medium,2024-07-29
HOT-00719,Chennai,13.087699,80.189285,murder,critical,2024-08-07
HOT-00720,Kolkata,22.561867,88.376719,extortion,medium,2024-08-23
HOT-00721,Kolkata,22.574873,88.37464,theft,low,2024-08-09
HOT-00722,Bengaluru,12.993327,77.568456,rioting,medium,2025-02-01
HOT-00723,Hyderabad,17.336956,78.499719,robbery,high,2025-05-18
HOT-00724,Jaipur,26.874372,75.772014,extortion,medium,2024-09-11
HOT-00725,Delhi,28.626782,77.033142,theft,low,2025-09-26
HOT-00726,Mumbai,19.151524,72.783025,theft,low,2024-11-06
HOT-00727,Jaipur,26.864775,75.831229,robbery,high,2024-04-09
HOT-00728,Mumbai,19.027336,72.930812,cybercrime,medium,2025-01-16
HOT-00729,Delhi,28.690466,77.174021,murder,critical,2024-02-05
HOT-00730,Delhi,28.691559,77.139469,dacoity,high,2024-05-03
HOT-00731,Mumbai,19.160669,72.798481,robbery,high,2024-01-15
HOT-00732,Delhi,28.735457,77.121337,crime_against_women,high,2025-07-24
HOT-00733,Kolkata,22.562804,88.441179,cheating_fraud,medium,2024-03-05
HOT-00734,Bengaluru,12.982434,77.643756,cybercrime,medium,2024-01-31
HOT-00735,Mumbai,18.981815,72.879225,cybercrime,medium,2024-06-28
HOT-00736,Mumbai,19.062706,72.87074,burglary,medium,2024-10-14
HOT-00737,Kolkata,22.566059,88.330887,murder,critical,2024-01-25
HOT-00738,Kolkata,22.604016,88.356501,rioting,medium,2025-04-03
HOT-00739,Mumbai,19.091016,72.877307,crime_against_women,high,2025-03-21
HOT-00740,Jaipur,26.933064,75.710754,rioting,medium,2024-02-18
HOT-00741,Kolkata,22.528265,88.414807,cheating_fraud,medium,2025-04-28
HOT-00742,Bengaluru,12.89626,77.671598,rioting,medium,2025-07-18
HOT-00743,Bengaluru,12.940909,77.659073,cybercrime,medium,2024-06-27
HOT-00744,Pune,18.42095,73.959829,murder,critical,2024-05-31
HOT-00745,Jaipur,26.889367,75.741592,cybercrime,medium,2024-03-29
HOT-00746,Kolkata,22.606299,88.334105,kidnapping,high,2025-04-22
HOT-00747,Jaipur,26.914714,75.687852,robbery,high,2024-02-13
HOT-00748,Hyderabad,17.285982,78.482745,extortion,medium,2024-05-28
